latitude,longitude,timestamp
34.4636,-101.4722,2026-02-15 18:53:27
33.4958,-100.2488,2026-02-15 18:53:49
32.6242,-99.1861,2026-02-15 18:54:09
32.4487,-98.9763,2026-02-15 18:54:13
32.2507,-98.7414,2026-02-15 18:54:18
32.0743,-98.5334,2026-02-15 18:54:22
31.8975,-98.3263,2026-02-15 18:54:26
31.7203,-98.1201,2026-02-15 18:54:30
31.1866,-97.5067,2026-02-15 18:54:42
30.9631,-97.2532,2026-02-15 18:54:47
